additional_rights_component_ids,alignment_mode,asset_ids,code_data_refs,concept_ids,content_hash_guard,design_questions,edition_id,id,locale,order,parent_id,prerequisite_concept_ids,provenance,recorded_at,required_parameters,resource_id,responsible_workflow,rights_component_id,schema_name,schema_version,source_book_label,source_bytes,source_content_sha256,source_environment,source_file_sha256,source_line,source_line_end,source_local_id,source_locale,source_path,source_target_relationship,starred,status,supersedes_id,target_block_alignment_overrides,target_content_sha256,target_environment,target_hash_guard,target_line,target_line_end,target_local_id,target_locale,target_only_blocks,target_path,title_source,title_target,topology_order_path,topology_path,translation_state,unit_type
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-018,id-ID,18,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,8549409835c7798b0aa808cea581e88f2948b073fd7e7f4ccebe1aac3d167407,subsection,pass,174,174,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,"Keterampilan 13: Kereta Virginia, Bristol ke Washington (Dijkstra)","[1,16,2,1,18]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-018""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-019,id-ID,19,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,72ac586d82ded72f8e2660950693e5d1a3a8e0970b6dc83365923d8d71b29d83,subsection,pass,183,183,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Keterampilan 14: Kruskal pada graf harga tiket pesawat,"[1,16,2,1,19]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-019""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-020,id-ID,20,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,75a837c0495250e8d7b0e90763dc3fb378293fe90702f3ed9f3d971e4c34c813,subsection,pass,197,197,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Konsep 15: Simpul berderajat ganjil,"[1,16,2,1,20]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-020""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-021,id-ID,21,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,b5206d6bbbbbef71ce22e255c6f90d8dcd968f045a7dfd13d4f3804c448c9ea9,subsection,pass,201,201,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Konsep 16: Mengapa sifat rakus berhasil untuk pohon merentang,"[1,16,2,1,21]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-021""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-022,id-ID,22,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,0535a141d2e34f83771087e42ee45327762220a6967958e0f4702c240874cb2e,subsection,pass,207,207,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Konsep 17: Mengapa Dijkstra memerlukan bobot tak negatif,"[1,16,2,1,22]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-022""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-023,id-ID,23,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,7b63c5e7a9a8081b7bb16a7da837738091f44e00ebb0d182b76d82207372ccae,subsection,pass,213,213,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Eksplorasi 18: Jejaring sosial (panduan dan rubrik),"[1,16,2,1,23]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-023""]",structurally_verified,subsection
,,,,"[""concept.graph-theory"",""concept.minimum-spanning-tree"",""concept.shortest-path""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.solutions-manual.subsection-024,id-ID,24,unit.r017.book1.ch14.solutions-manual.section-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,6b16c6ca1aac795f83c74fa5f128926b1edbac94b7dc086dc81067df5f6945e8,,,,en,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,translation_target_projection,true,verified,,,9ae4627cd1918cffbe8408129caa09570709093ed94c3c8357b8e5d289ec6fb9,subsection,pass,221,221,,id-ID,,Intro-Math-Programming/baseText/book/solutions-manual/ch14.tex,,Eksplorasi 19: Jarak Levenshtein (panduan dan rubrik),"[1,16,2,1,24]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.solutions-manual"",""unit.r017.book1.ch14.solutions-manual.section-001"",""unit.r017.book1.ch14.solutions-manual.subsection-024""]",structurally_verified,subsection
,target_projection,,,"[""concept.dijkstra-algorithm"",""concept.euler-circuit"",""concept.graph-theory"",""concept.hamilton-circuit"",""concept.kruskal-algorithm"",""concept.minimum-spanning-tree"",""concept.prim-algorithm"",""concept.shortest-path"",""concept.traveling-salesperson""]",,,edition.r017.upstream.1745df89,unit.r017.book1.ch14.text,mul,1,unit.r017.book1.ch14,[],,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,3dd0d46fdebb5794dd3597b387fd116cd5c12bcc1320453f0b053c8a3875b2bf,,,,,,en,Intro-Math-Programming/baseText/book/part2-discrete-algorithms/ch10-graph-theory/graphtheory-dor1.tex,,,draft,,,bf10472a5ceb75aebe1702ecfb0e90c5d81242174858c28651196c9c169aa6bd,,pass,,,,id-ID,,Intro-Math-Programming/baseText/book/part2-discrete-algorithms/ch10-graph-theory/graphtheory-dor1.tex,,,"[1,16,1]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.text""]",translated,chapter_text
,,,,"[""concept.dijkstra-algorithm"",""concept.euler-circuit"",""concept.graph-theory"",""concept.hamilton-circuit"",""concept.kruskal-algorithm"",""concept.minimum-spanning-tree"",""concept.prim-algorithm"",""concept.shortest-path"",""concept.traveling-salesperson""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.text.captionfigure-001,id-ID,1,unit.r017.book1.ch14.text.subsection-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,3dd0d46fdebb5794dd3597b387fd116cd5c12bcc1320453f0b053c8a3875b2bf,,,fig:GraphPicture,en,Intro-Math-Programming/baseText/book/part2-discrete-algorithms/ch10-graph-theory/graphtheory-dor1.tex,translation_target_projection,false,verified,,,841857a50445d899a7d1fd7589ca9a172b82d4c3bee4785f30d72cf7588cd3b3,captionfigure,pass,23,23,fig:GraphPicture,id-ID,,Intro-Math-Programming/baseText/book/part2-discrete-algorithms/ch10-graph-theory/graphtheory-dor1.tex,,"Foto udara sebuah kawasan perumahan di Missoula, Montana, yang memperlihatkan beberapa blok rumah...","[1,16,1,1,2,1,1]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.text"",""unit.r017.book1.ch14.text.chapter-001"",""unit.r017.book1.ch14.text.section-002"",""unit.r017.book1.ch14.text.subsection-001"",""unit.r017.book1.ch14.text.captionfigure-001""]",structurally_verified,figure
,,,,"[""concept.dijkstra-algorithm"",""concept.euler-circuit"",""concept.graph-theory"",""concept.hamilton-circuit"",""concept.kruskal-algorithm"",""concept.minimum-spanning-tree"",""concept.prim-algorithm"",""concept.shortest-path"",""concept.traveling-salesperson""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.text.captionfigure-002,id-ID,2,unit.r017.book1.ch14.text.subsection-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,3dd0d46fdebb5794dd3597b387fd116cd5c12bcc1320453f0b053c8a3875b2bf,,,fig:GraphPictureDot,en,Intro-Math-Programming/baseText/book/part2-discrete-algorithms/ch10-graph-theory/graphtheory-dor1.tex,translation_target_projection,false,verified,,,e1ed1f5594d3476b5b36fed4ce06ea0903ee9dd1ec9edbd545452dbec7da45ed,captionfigure,pass,31,31,fig:GraphPictureDot,id-ID,,Intro-Math-Programming/baseText/book/part2-discrete-algorithms/ch10-graph-theory/graphtheory-dor1.tex,,Berdampingan: pada foto udara kawasan perumahan ditambahkan titik merah di persimpangan dan garis merah di sepanjang jalan...,"[1,16,1,1,2,1,2]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.text"",""unit.r017.book1.ch14.text.chapter-001"",""unit.r017.book1.ch14.text.section-002"",""unit.r017.book1.ch14.text.subsection-001"",""unit.r017.book1.ch14.text.captionfigure-002""]",structurally_verified,figure
,,,,"[""concept.dijkstra-algorithm"",""concept.euler-circuit"",""concept.graph-theory"",""concept.hamilton-circuit"",""concept.kruskal-algorithm"",""concept.minimum-spanning-tree"",""concept.prim-algorithm"",""concept.shortest-path"",""concept.traveling-salesperson""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.text.captionfigure-003,id-ID,3,unit.r017.book1.ch14.text.subsection-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,3dd0d46fdebb5794dd3597b387fd116cd5c12bcc1320453f0b053c8a3875b2bf,,,fig:graphtheory-dor1-tikz01,en,Intro-Math-Programming/baseText/book/part2-discrete-algorithms/ch10-graph-theory/graphtheory-dor1.tex,translation_target_projection,false,verified,,,186a1fc0744725492e2f6f22bb9f62d4a8fa68e8e468d36841b9037204b5ea5b,captionfigure,pass,51,51,fig:graphtheory-dor1-tikz01,id-ID,,Intro-Math-Programming/baseText/book/part2-discrete-algorithms/ch10-graph-theory/graphtheory-dor1.tex,,Graf kawasan perumahan dengan delapan belas simpul A sampai R yang ditata kurang lebih menyerupai kisi...,"[1,16,1,1,2,1,3]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.text"",""unit.r017.book1.ch14.text.chapter-001"",""unit.r017.book1.ch14.text.section-002"",""unit.r017.book1.ch14.text.subsection-001"",""unit.r017.book1.ch14.text.captionfigure-003""]",structurally_verified,figure
,,,,"[""concept.dijkstra-algorithm"",""concept.euler-circuit"",""concept.graph-theory"",""concept.hamilton-circuit"",""concept.kruskal-algorithm"",""concept.minimum-spanning-tree"",""concept.prim-algorithm"",""concept.shortest-path"",""concept.traveling-salesperson""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.text.captionfigure-004,id-ID,4,unit.r017.book1.ch14.text.subsection-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,3dd0d46fdebb5794dd3597b387fd116cd5c12bcc1320453f0b053c8a3875b2bf,,,fig:graphtheory-dor1-tikz02,en,Intro-Math-Programming/baseText/book/part2-discrete-algorithms/ch10-graph-theory/graphtheory-dor1.tex,translation_target_projection,false,verified,,,e1a42a7738be6bdd4cb05d24b63f76cf674c46b5db9b4f226bc6589bfd99fc60,captionfigure,pass,62,62,fig:graphtheory-dor1-tikz02,id-ID,,Intro-Math-Programming/baseText/book/part2-discrete-algorithms/ch10-graph-theory/graphtheory-dor1.tex,,"Graf G dengan 18 simpul yang sama (simpul A sampai R), digambar ulang dengan simpul-simpul tersebar dalam tata letak nonkisi.","[1,16,1,1,2,1,4]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.text"",""unit.r017.book1.ch14.text.chapter-001"",""unit.r017.book1.ch14.text.section-002"",""unit.r017.book1.ch14.text.subsection-001"",""unit.r017.book1.ch14.text.captionfigure-004""]",structurally_verified,figure
,,,,"[""concept.dijkstra-algorithm"",""concept.euler-circuit"",""concept.graph-theory"",""concept.hamilton-circuit"",""concept.kruskal-algorithm"",""concept.minimum-spanning-tree"",""concept.prim-algorithm"",""concept.shortest-path"",""concept.traveling-salesperson""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.text.captionfigure-005,id-ID,5,unit.r017.book1.ch14.text.subsection-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,3dd0d46fdebb5794dd3597b387fd116cd5c12bcc1320453f0b053c8a3875b2bf,,,fig:Konigsberg_bridges,en,Intro-Math-Programming/baseText/book/part2-discrete-algorithms/ch10-graph-theory/graphtheory-dor1.tex,translation_target_projection,false,verified,,,d7bb919c64e38463bbaa8a6734d383e47da241d878dc04fdc6ef8bba526f4df6,captionfigure,pass,72,72,fig:Konigsberg_bridges,id-ID,,Intro-Math-Programming/baseText/book/part2-discrete-algorithms/ch10-graph-theory/graphtheory-dor1.tex,,"Peta historis kota K\""onigsberg di Prusia dengan sungai yang ditandai biru dan ketujuh...","[1,16,1,1,2,1,5]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.text"",""unit.r017.book1.ch14.text.chapter-001"",""unit.r017.book1.ch14.text.section-002"",""unit.r017.book1.ch14.text.subsection-001"",""unit.r017.book1.ch14.text.captionfigure-005""]",structurally_verified,figure
,,,,"[""concept.dijkstra-algorithm"",""concept.euler-circuit"",""concept.graph-theory"",""concept.hamilton-circuit"",""concept.kruskal-algorithm"",""concept.minimum-spanning-tree"",""concept.prim-algorithm"",""concept.shortest-path"",""concept.traveling-salesperson""]",,,edition.r017.id-id.draft,unit.r017.book1.ch14.text.captionfigure-006,id-ID,6,unit.r017.book1.ch14.text.subsection-001,,target structural node under an exact hash-bound upstream/target file pair; no invented paragraph-level alignment,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.thirdparty.lippman,interlanguage.unit,0.1.0,,,,,3dd0d46fdebb5794dd3597b387fd116cd5c12bcc1320453f0b053c8a3875b2bf,,,fig:graphtheory-dor1-tikz03,en,Intro-Math-Programming/baseText/book/part2-discrete-algorithms/ch10-graph-theory/graphtheory-dor1.tex,translation_target_projection,false,verified,,,52a8721f6e248c10e5627da703da1b013fb802cd54ab7c22004b8fddddc97707,captionfigure,pass,97,97,fig:graphtheory-dor1-tikz03,id-ID,,Intro-Math-Programming/baseText/book/part2-discrete-algorithms/ch10-graph-theory/graphtheory-dor1.tex,,"Skema empat daratan K\""onigsberg yang digambar sebagai elips berlabel (North Bank, Island, East...","[1,16,1,1,2,1,6]","[""unit.r017.book1"",""unit.r017.book1.ch14"",""unit.r017.book1.ch14.text"",""unit.r017.book1.ch14.text.chapter-001"",""unit.r017.book1.ch14.text.section-002"",""unit.r017.book1.ch14.text.subsection-001"",""unit.r017.book1.ch14.text.captionfigure-006""]",structurally_verified,figure
